organism,drug_code,drug_name,drug_class,period,omega,AIC,month,seasonal_deviate,sem
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,66945.06052770508,10,-0.03163717127396155,0.02748605058584335
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,66945.06052770508,11,0.06916211450466513,0.028376093849175783
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,66945.06052770508,12,0.016297784011713428,0.02795516679160045
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,1,0.04099481724085882,0.030008586106445283
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,2,0.017893168108674064,0.0321910090382268
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,3,-0.04350112482630726,0.030251843740483512
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,4,0.005732335757594459,0.03224649327012708
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,5,-0.043917634615210296,0.02883145235304387
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,6,0.002475644244080085,0.027188575978660125
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,7,-0.048912241669644696,0.028201259490725574
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,8,-0.03729421869336704,0.02626139418242423
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,9,0.03791281891714994,0.025966160068543263
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,10,-0.027456862760088095,0.02748580556159947
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,11,0.07488970302223985,0.028376904082379285
K. pneumoniae,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,66937.57485263019,12,0.023628137186442282,0.02795537233350278
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,1,-0.019903006278412152,0.03693393715284182
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,2,0.04306928288784433,0.04190830992711741
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,3,-0.00888352278595716,0.03833398140035511
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,4,0.06347488722191573,0.03994166589526629
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,5,-0.052118365877624494,0.036055686464929765
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,6,0.010505791035205754,0.035148670974231126
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,7,-0.013337649253019989,0.03332340704637187
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,8,0.03246048543483344,0.03195560691004341
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,9,0.017442713502427168,0.03339426518882021
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,10,-0.047588234406928547,0.03338675056597787
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,11,-0.019215776401998296,0.03567822461159424
K. pneumoniae,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,80426.1692532962,12,0.007937834084321155,0.035945980161643874
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,1,-0.023415147589060572,0.036934290818091346
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,2,0.04005683025632998,0.04190852157629205
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,3,-0.011372108970913168,0.038333113789311396
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,4,0.06149817741521864,0.03994152506498645
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,5,-0.053039457813892826,0.036054571132781106
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,6,0.00985068991767195,0.03514919911424502
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,7,-0.013608567862234152,0.03332393061296632
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,8,0.03252598435278459,0.03195579584579603
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,9,0.01792329139597025,0.03339444707469733
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,10,-0.046732860204731434,0.033386819763965334
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,11,-0.017907836905085944,0.03567746175811808
K. pneumoniae,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,80427.81052305439,12,0.009615466181042155,0.03594658331007832
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,1,0.014090609914160165,0.02978435802196907
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,2,0.029004475849657832,0.03146409741649051
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,3,0.061803997539514884,0.02981859044839142
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,4,-0.020956501580680225,0.030134373874077518
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,5,-0.005573662803256134,0.028817941448144088
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,6,-0.05964476024515992,0.028053771204797483
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,7,-0.026752059685573825,0.027075718815503486
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,8,-0.052488212241138824,0.026492759808915585
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,9,-0.023235248122234015,0.027103495773261085
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,10,-0.008277295194266364,0.02739024829197147
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,11,0.02245796269289014,0.0284790709800082
S. aureus,CIP,Ciprofloxacin,Quinolones,6,1.0471975511965976,189787.42809170744,12,0.08846575694360402,0.02880026855425728
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,1,0.052418871615096736,0.029784438110837728
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,2,0.060079937753654784,0.03146401648474919
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,3,0.08560747265831166,0.02981843656554809
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,4,-0.004444918979026874,0.03013432776913455
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,5,0.0013578911613852562,0.028816245797042086
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,6,-0.05946298466279551,0.02805170323212685
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,7,-0.0333064888935831,0.027076817080189622
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,8,-0.06565672227692745,0.026492687824073456
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,9,-0.043195331695055454,0.02710369254122605
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,10,-0.03499875826978525,0.027390140735245
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,11,-0.01088780798147686,0.028479259270005854
S. aureus,CIP,Ciprofloxacin,Quinolones,12,0.5235987755982988,189765.82139071354,12,0.04820024266654555,0.02880130683517469
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,1,0.004034257255144103,0.03976192788744878
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,2,0.02623581695775024,0.041919681287859036
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,3,0.07941257040934381,0.03958277128634676
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,4,0.01849592285400425,0.04080482803488401
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,5,-0.02117827656777646,0.038948134154165426
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,6,-0.114523863781698,0.03851150405814853
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,7,-0.0012117317828949598,0.03706549567819302
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,8,-0.04932617201222538,0.0366399583084847
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,9,0.018012179354709158,0.03717310537378979
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,10,-0.00916025169346594,0.03756005281777019
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,11,0.0221701867022195,0.03900049568178624
S. aureus,ERY,Erythromycin,Macrolides,6,1.0471975511965976,216426.89450716245,12,0.04344437764467321,0.038938190032079406
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,1,0.018950008052248928,0.03976215998485237
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,2,0.0381850449642788,0.04192002497911358
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,3,0.08833008256882388,0.039582656860421825
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,4,0.024429199607821316,0.040804626675295504
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,5,-0.019805451915416283,0.03894663622951655
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,6,-0.11575138954085384,0.03850879269365065
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,7,-0.005032516262901838,0.03706674969420875
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,8,-0.055676940716952096,0.036640167517879345
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,9,0.00904031357990551,0.037173236556810124
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,10,-0.02075950907331225,0.0375600668117675
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,11,0.00809147005444261,0.039000548200513276
S. aureus,ERY,Erythromycin,Macrolides,12,0.5235987755982988,216421.748633286,12,0.026641757104237232,0.03893941450434361
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,1,-0.014161610900144448,0.00960490045533813
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,2,0.005383744872686524,0.01023253753044686
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,3,0.018527224344465836,0.009654524268893369
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,4,0.03244058688265163,0.009818026053534394
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,5,-0.016196172990462547,0.00973967731136898
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,6,-0.01267710991191708,0.009308027589175021
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,7,-0.03375170855127116,0.009086721435762266
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,8,-0.03811335060912066,0.008970506327246044
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,9,-0.0017271019040699944,0.008972375347563918
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,10,0.01591265125888387,0.009214725970553629
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,11,0.035110758906463944,0.009667146904978477
S. aureus,NIT,Nitrofurantoin,Nitrofurans,6,1.0471975511965976,52483.98761101896,12,0.02154851186685694,0.009434713635470101
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,1,0.01581506467442566,0.009602788134889764
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,2,0.02950957283536235,0.010232774347880768
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,3,0.03671960256439874,0.009654446470063464
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,4,0.04485352136715529,0.009818253850702374
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,5,-0.010880940892489359,0.009742109404174103
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,6,-0.012775053595090886,0.009305857397443136
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,7,-0.037925633976933576,0.009084644877646106
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,8,-0.04729913587710822,0.008971406171535424
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,9,-0.01600273067799651,0.008971742320973284
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,10,-0.003463169325111378,0.00921447671443626
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,11,0.010742113419152398,0.009671590146540107
S. aureus,NIT,Nitrofurantoin,Nitrofurans,12,0.5235987755982988,52468.38393415016,12,-0.007962807834982813,0.009430807593761354
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,1,0.03465019476882069,0.02783153429059758
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,2,0.004938177650258741,0.029743785545751692
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,3,0.0340025000675803,0.027971192627541813
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,4,0.002702387759468156,0.028757850581618925
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,5,-0.030388500312999008,0.02698684593843846
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,6,-0.05068846109477442,0.026985686308494055
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,7,0.009574460944543957,0.02588097558171515
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,8,-0.04356817189517214,0.025206794344586274
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,9,0.013161289987825057,0.02562623211300869
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,10,-0.01926405470350226,0.025785547438105218
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,11,0.00811154238000438,0.026789243623392262
S. aureus,OXA,Oxacillin,Penicillins,6,1.0471975511965976,183142.1432045647,12,0.046872048098908825,0.026766750989465682
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,1,0.03816147599391235,0.027831450846386618
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,2,0.0076402611460175554,0.029743677366813544
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,3,0.035879882639751344,0.02797115027389208
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,4,0.0037575314163641508,0.028757897246696966
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,5,-0.031542619148196914,0.026985064214998966
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,6,-0.05233690043412601,0.026984086179374967
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,7,0.007440835515011469,0.02588217264557678
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,8,-0.046110993185651705,0.025206909550808197
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,9,0.010107891678477499,0.02562630847340175
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,10,-0.022808670527227317,0.025785277090226478
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,11,0.004143670054798474,0.026789178143089495
S. aureus,OXA,Oxacillin,Penicillins,12,0.5235987755982988,183134.6303441983,12,0.042280472480507404,0.026768312149021957
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,1,0.029778875097287667,0.01875813858697187
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,2,-0.02315250738924125,0.02071282232082043
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,3,0.031872304510495636,0.01862692194590467
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,4,-0.020928770028855702,0.020188615073438505
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,5,0.0053984222130313364,0.019367500084745175
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,6,-0.02877580583676359,0.019425610370767572
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,7,-0.005332466115541027,0.0182995686812826
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,8,0.009491589889114459,0.018133718501289368
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,9,0.020426340996668246,0.01823460631854776
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,10,-0.0337727783795613,0.019436993382028568
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,11,-0.0018159818280985048,0.019529846621048338
S. aureus,PEN,Penicillin,Penicillins,6,1.0471975511965976,125212.32160814283,12,0.014764790326775669,0.019452254458599983
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,1,0.020122697535603567,0.018758439510501233
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,2,-0.03114510469871835,0.020712389311417646
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,3,0.025472351979734128,0.018626929452872934
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,4,-0.02571572601599667,0.020188718189891427
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,5,0.0020187842544514903,0.019367574963766128
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,6,-0.030284805446142312,0.019425287798866993
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,7,-0.0049666301705559015,0.01829975103688174
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,8,0.011757537121383726,0.01813374511875149
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,9,0.024567822335091565,0.018234504107893262
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,10,-0.027745910034974643,0.019436880446607574
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,11,0.0061043446933574,0.01952985608210461
S. aureus,PEN,Penicillin,Penicillins,12,0.5235987755982988,125212.47971806812,12,0.024515287248915874,0.019452369040503834
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,1,0.012850217883594191,0.016060413857098006
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,2,0.0036466610273512196,0.016706499937185513
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,3,-0.013701170806448677,0.01538843247966364
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,4,-0.0069169800096053275,0.016206860524488373
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,5,0.012317895406503855,0.015698778973751455
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,6,-0.01589181076284527,0.01501113023247887
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,7,-0.008582372941936102,0.01469112408736339
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,8,5.753656866037323e-4,0.014917564312084186
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,9,0.010525618953638367,0.015380190173619175
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,10,0.008710567373122766,0.015586264525924612
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,11,0.002480693865074548,0.015891069623782225
S. aureus,TET,Tetracycline,Tetracyclines,6,1.0471975511965976,131731.17401055808,12,-0.006583451167507386,0.015595495846388484
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,1,0.0021820277014779886,0.016060384743674223
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,2,-0.005065905920830092,0.0167065343094919
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,3,-0.020478210385664324,0.01538844390551782
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,4,-0.011740234482998244,0.016206906055440614
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,5,0.009300405298227959,0.01569875633298043
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,6,-0.016903050122844515,0.015010935460907489
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,7,-0.007585708058489265,0.014691153392138768
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,8,0.0035764771207394555,0.01491756888459153
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,9,0.015528107690104391,0.015380197503906666
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,10,0.015708395012686577,0.01558626420182299
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,11,0.011487168720506119,0.015890984197966123
S. aureus,TET,Tetracycline,Tetracyclines,12,0.5235987755982988,131729.7118042013,12,0.00439110351204208,0.015595710363580992
